chr,start,end,strand,name,nr reads,start region,end region,closest cg id,closest symbol
chr2L,21576416,21576700,+,s22895,1,CDS,3' UTRs,CG3305,CG3305
chr2L,22139998,22144280,+,s22896,1,introns,CDS,CG42748,CG42748
chr2L,335416,340855,+,s22897,1,CDS,CDS,CG4574,Plc21C
chr2L,3466788,3467374,+,s22898,1,CDS,other,CG8844,Pdsw
chr2L,5125829,5147298,+,s22899,1,CDS,5' UTRs,CG42768,Msp-300
chr2L,5944016,5944415,+,s22900,1,5' UTRs,CDS,CG9042,Gpdh
chr2L,5985118,5985480,+,s22901,1,repeats,3' UTRs,CG9075,eIF-4a
chr2L,6345544,6346116,+,s22902,1,CDS,3' UTRs,CG11567,Cpr
chr2L,8105693,8105809,+,s22903,1,CDS,CDS,FBgn0011219,Bsg-RH
chr2L,8654106,8654995,+,s22904,1,CDS,CDS,CG18405,Sema-1a
chr2L,871342,871738,+,s22905,1,5' UTRs,5' UTRs,CG33526,PNUTS
chr2L,8960070,8961170,+,s22906,1,other,CDS (AS),CG32985,CG32985
chr2L,9191616,9235263,+,s22907,1,5' UTRs,CDS,CG13109,tai
chr2L,9272467,9333827,+,s22908,1,5' UTRs,5' UTRs,CG3694,Ggamma30A
chr2L,9655080,9655769,+,s22909,1,CDS,CDS,CG15828,CG15828
chr2L,9941528,9941736,+,s22910,1,CDS (AS),CDS (AS),CG4619,CG4619
chr2L,10377249,10378399,+,s22911,1,5' UTRs,CDS,CG13140,dpr19
chr2L,15257261,15257532,+,s22912,1,3' UTRs,3' UTRs,CG15266,l(2)35Cc
chr2L,16013954,16034713,+,s22913,1,5' UTRs,CDS,CG4838,beat-Ic
chr2L,16770458,16773380,+,s22914,1,CDS,CDS,CG17927,Mhc
chr2L,17401114,17402485,+,s22915,1,CDS,CDS,CG5020,CLIP-190
chr2L,17403429,17403752,+,s22916,1,introns,introns,CG5020,CLIP-190
chr2L,18511948,18512385,+,s22917,1,CDS,CDS,CG10178,CG10178
chr2L,20648190,20648479,+,s22918,1,other,other,CG18810,CG18810
chr2L,21312143,21312279,+,s22919,1,CDS,3' UTRs,CG8669,crc
chr2L,21319041,21319248,+,s22920,1,CDS,3' UTRs,CG8669,crc
chr2L,22737091,22737579,+,s22921,1,5' UTRs,CDS,CG17715,CG17715
chr2L,2350760,2354822,+,s22922,1,CDS,CDS,CG33955,eys
chr2L,3059680,3059874,+,s22923,1,5' UTRs,5' UTRs,CG3523,CG3523
chr2L,3763650,3765054,+,s22924,1,CDS,CDS,CG31772,CG31772
chr2L,5122436,5140921,+,s22925,1,CDS,CDS,CG42768,Msp-300
chr2L,5946257,5946417,+,s22926,1,introns,CDS,CG9042,Gpdh
chr2L,6925931,6926387,+,s22927,1,3' UTRs,3' UTRs,CG10377,Hrb27C
chr2L,823688,823992,+,s22928,1,CDS,3' UTRs,CG3662,CG3662
chr2L,8622104,8656506,+,s22929,1,introns,CDS,CG18405,Sema-1a
chr2L,8828694,8828880,+,s22930,1,3' UTRs,3' UTRs,CG18024,SoxN
chr2L,9180986,9181188,+,s22931,1,introns,introns,CG13109,tai
chr2L,9420471,9420878,+,s22932,1,introns,CDS,CG3759,CG3759
chr2L,9641682,9655901,+,s22933,1,5' UTRs,CDS,CG15828,CG15828
chr2L,10120721,10122038,+,s22934,1,CDS,CDS,CG34109,CG34109
chr2L,10418100,10418534,+,s22935,1,CDS,3' UTRs,CG5300,Klp31E
chr2L,10619881,10621452,+,s22936,1,CDS,CDS,CG31721,Trim9
chr2L,113799,114083,+,s22937,1,3' UTRs,3' UTRs,CG2674,Sam-S
chr2L,11738957,11741756,+,s22938,1,5' UTRs,CDS,CG12602,CG12602
chr2L,12270692,12272084,+,s22939,1,introns,CDS,CG31762,aret
chr2L,12725713,12737618,+,s22940,1,CDS,CDS,CG6214,MRP
chr2L,1280600,1285637,+,s22941,1,CDS,CDS,CG5423,robo3
chr2L,1285305,1287049,+,s22942,1,CDS,CDS,CG5423,robo3
chr2L,16662760,16663011,+,s22943,1,other,repeats,CG42389,CG42389
chr2L,17400397,17401058,+,s22944,1,5' UTRs,CDS,CG5020,CLIP-190
chr2L,19730474,19731486,+,s22945,1,3' UTRs,3' UTRs,CG10443,Lar
chr2L,20786107,20798514,+,s22946,1,other,5' UTRs,CG9324,Pomp
chr2L,21688475,21719643,+,s22947,1,5' UTRs,CDS,CG31619,CG31619
chr2L,22912184,22912754,+,s22948,1,introns (AS),introns (AS),CG17678,cta
chr2L,2966720,2967457,+,s22949,1,3' UTRs,3' UTRs,CG3151,Rbp9
chr2L,334121,339441,+,s22950,1,CDS,CDS,CG4574,Plc21C
chr2L,3745430,3747289,+,s22951,1,other,CDS,CG10019,CG10019
chr2L,5187608,5204903,+,s22952,1,CDS,CDS,CG42768,Msp-300
chr2L,5188118,5198124,+,s22953,1,CDS,CDS,CG42768,Msp-300
chr2L,5189819,5190064,+,s22954,1,CDS,repeats,CG42768,Msp-300
chr2L,5190004,5190267,+,s22955,1,repeats,CDS,CG42768,Msp-300
chr2L,5203610,5205398,+,s22956,1,CDS,3' UTRs,CG42768,Msp-300
chr2L,6926063,6926515,+,s22957,1,3' UTRs,3' UTRs,CG10377,Hrb27C
chr2L,752732,760658,+,s22958,1,5' UTRs,CDS,CG3022,GABA-B-R3
chr2L,8108244,8109151,+,s22959,1,3' UTRs,3' UTRs,FBgn0011219,Bsg-RH
chr2L,824046,824285,+,s22960,1,3' UTRs,3' UTRs,CG3662,CG3662
chr2L,10432470,10432710,+,s22961,1,CDS,3' UTRs,CG5193,TfIIB
chr2L,10625111,10625343,+,s22962,1,CDS,CDS,CG31721,Trim9
chr2L,108589,113586,+,s22963,1,5' UTRs,3' UTRs,CG2674,Sam-S
chr2L,12359602,12393858,+,s22964,1,CDS,CDS,CG43065,CG31763
chr2L,13630707,13636213,+,s22965,1,CDS,CDS,CG7147,kuz
chr2L,13667976,13669385,+,s22966,1,CDS,CDS,CG18507,CG18507
chr2L,14015788,14017037,+,s22967,1,CDS,CDS,CG4501,bgm
chr2L,14061163,14061273,+,s22968,1,5' UTRs,5' UTRs,CG32975,nAcRalpha-34E
chr2L,14616630,14616791,+,s22969,1,5' UTRs,5' UTRs,CG3481,Adh
chr2L,14774674,14774997,+,s22970,1,CDS (AS),other,CG4701,CG4701
chr2L,1661515,1661734,+,s22971,1,introns,introns,CG31666,chinmo
chr2L,16664898,16665613,+,s22972,1,CDS (AS),CDS (AS),CG42389,CG42389
chr2L,17403429,17403641,+,s22973,1,introns,introns,CG5020,CLIP-190
chr2L,19178976,19179223,+,s22974,1,other,other,CG10719,brat
chr2L,19616866,19639221,+,s22975,1,introns,introns,CG10443,Lar
chr2L,19965452,19965697,+,s22976,1,3' UTRs,3' UTRs (AS),CG10680,CG10680
chr2L,2045701,2047639,+,s22977,1,CDS,3' UTRs,CG31672,CG31672
chr2L,20739393,20739738,+,s22978,1,3' UTRs,3' UTRs,FBgn0000986,Fs(2)Ket-RA
chr2L,21117486,21117663,+,s22979,1,introns,introns,CG9256,Nhe2
chr2L,21124616,21124960,+,s22980,1,introns,introns,CG9256,Nhe2
chr2L,21318912,21319332,+,s22981,1,CDS,3' UTRs,CG8669,crc
chr2L,21319113,21319332,+,s22982,1,3' UTRs,3' UTRs,CG8669,crc
chr2L,21576426,21576774,+,s22983,1,CDS,3' UTRs,CG3305,CG3305
chr2L,2890477,2890559,+,s22984,1,5' UTRs,5' UTRs,CG18627,betaggt-II
chr2L,337017,339441,+,s22985,1,CDS,CDS,CG4574,Plc21C
chr2L,337939,340855,+,s22986,1,CDS,CDS,CG4574,Plc21C
chr2L,3973056,3974047,+,s22987,1,introns (AS),introns (AS),CG34176,CG34176
chr2L,4303337,4318708,+,s22988,1,CDS,CDS,CG15427,tutl
chr2L,4388715,4392337,+,s22989,1,5' UTRs,CDS,CG4104,Tps1
chr2L,4989391,4991680,+,s22990,1,CDS,3' UTRs,CG34126,CG34126
chr2L,5147114,5147298,+,s22991,1,5' UTRs,5' UTRs,CG42768,Msp-300
chr2L,5987753,5988223,+,s22992,1,CDS,3' UTRs,CG9078,ifc
chr2L,6474502,6481250,+,s22993,1,3' UTRs (AS),CDS,CG9537,DLP
chr2L,7352413,7352540,+,s22994,1,3' UTRs,3' UTRs,CG4969,Wnt6
chr2L,8106841,8107438,+,s22995,1,CDS,CDS,FBgn0011219,Bsg-RH
chr2L,8825989,8826132,+,s22996,1,5' UTRs,5' UTRs,CG18024,SoxN
chr2L,8928061,8932323,+,s22997,1,CDS,3' UTRs,CG34398,CG34398
chr2L,9177292,9177432,+,s22998,1,5' UTRs,5' UTRs,CG13108,CG13108
chr2L,10536119,10536365,+,s22999,1,CDS,3' UTRs,CG18302,CG18302
chr2L,13283819,13284049,+,s23000,1,repeats,3' UTRs,CG6043,CG6043
chr2L,162593,199743,+,s23001,1,5' UTRs,CDS,CG18497,spen
chr2L,17402630,17402961,+,s23002,1,introns,introns,CG5020,CLIP-190
chr2L,195754,196475,+,s23003,1,repeats,CDS,CG18497,spen
chr2L,21727007,21728664,+,s23004,1,CDS,3' UTRs,CG31619,CG31619
chr2L,22882448,22884857,+,s23005,1,introns,3' UTRs,CG17678,cta
chr2L,4305350,4318708,+,s23006,1,CDS,CDS,CG15427,tutl
chr2L,4307192,4308426,+,s23007,1,CDS,CDS,CG15427,tutl
chr2L,5792256,5792576,+,s23008,1,introns (AS),introns (AS),CG31913,CG31913
chr2L,5948686,5948849,+,s23009,1,3' UTRs,3' UTRs,CG9042,Gpdh
chr2L,6082681,6082919,+,s23010,1,5' UTRs,5' UTRs,CG18783,Kr-h1
chr2L,6345989,6346149,+,s23011,1,3' UTRs,3' UTRs,CG11567,Cpr
chr2L,7378785,7379647,+,s23012,1,CDS,CDS,CG5125,ninaC
chr2L,9293261,9293813,+,s23013,1,other,other,CG3694,Ggamma30A
chr2L,9341204,9341884,+,s23014,1,repeats,3' UTRs,CG3747,Eaat1
chr2L,11255744,11256776,+,s23015,1,CDS,introns,CG32830,CG32830
chr2L,14062172,14069006,+,s23016,1,CDS,CDS,CG32975,nAcRalpha-34E
chr2L,14397874,14402799,+,s23017,1,introns (AS),introns (AS),CG4215,spel1
chr2L,15029791,15032183,+,s23018,1,CDS,CDS,CG15274,GABA-B-R1
chr2L,16597212,16622841,+,s23019,1,CDS,CDS,CG42389,CG42389
chr2L,16791749,16792200,+,s23020,1,5' UTRs,CDS,CG17928,CG17928
chr2L,19068289,19068639,+,s23021,1,introns,introns,CG17343,CG17343
chr2L,195035,195947,+,s23022,1,CDS,repeats,CG18497,spen
chr2L,19600859,19623307,+,s23023,1,other,introns,CG10443,Lar
chr2L,2014877,2015343,+,s23024,1,introns,introns,CG4238,CG4238
chr2L,207424,207631,+,s23025,1,5' UTRs,CDS,CG11490,CG11490
chr2L,21125548,21125677,+,s23026,1,introns,introns,CG9256,Nhe2
chr2L,21163665,21164704,+,s23027,1,5' UTRs,CDS,CG9246,CG9246
chr2L,22450957,22451262,+,s23028,1,other,other,CG17493,CG17493
chr2L,2737423,2737900,+,s23029,1,CDS,CDS,CG31689,CG31689
chr2L,2757350,2757727,+,s23030,1,3' UTRs,other,CG9894,CG9894
chr2L,3808109,3808524,+,s23031,1,CDS,3' UTRs,CG3920,l(2)k16918
chr2L,3965004,3991227,+,s23032,1,introns (AS),introns (AS),CG34176,CG34176
chr2L,4046470,4056753,+,s23033,1,introns,introns,CG12676,ed
chr2L,4056255,4100039,+,s23034,1,introns,CDS,CG12676,ed
chr2L,4228119,4228431,+,s23035,1,CDS,3' UTRs,CG2960,RpL40
chr2L,4344809,4345041,+,s23036,1,3' UTRs,3' UTRs,CG2969,Atet
chr2L,4854399,4872693,+,s23037,1,introns,CDS,CG11926,CG11926
chr2L,4854399,4875129,+,s23038,1,introns,3' UTRs,CG11926,CG11926
chr2L,4854436,4874169,+,s23039,1,5' UTRs,CDS,CG11926,CG11926
chr2L,4902774,4903279,+,s23040,1,CDS,3' UTRs,CG3036,CG3036
chr2L,4903282,4903810,+,s23041,1,3' UTRs,3' UTRs,CG3036,CG3036
chr2L,4931850,4932223,+,s23042,1,introns (AS),5' UTRs (AS),CG3047,Sgs1
chr2L,5055192,5055540,+,s23043,1,5' UTRs,CDS,CG5825,His3.3B
chr2L,5185041,5185316,+,s23044,1,repeats,CDS,CG42768,Msp-300
chr2L,540059,540258,+,s23045,1,3' UTRs,3' UTRs,CG2762,ush
chr2L,752732,760425,+,s23046,1,5' UTRs,CDS,CG3022,GABA-B-R3
chr2L,8349991,8350186,+,s23047,1,3' UTRs,3' UTRs,CG7778,CG7778
chr2L,8579087,8612855,+,s23048,1,introns,introns,CG18405,Sema-1a
chr2L,9214465,9235263,+,s23049,1,introns,CDS,CG13109,tai
chr2L,951588,953333,+,s23050,1,CDS,CDS,CG4341,CG4341
chr2L,952257,953510,+,s23051,1,CDS,CDS,CG4341,CG4341
chr2L,9941701,9941929,+,s23052,1,CDS (AS),CDS (AS),CG4619,CG4619
chr2L,10409712,10459280,+,s23053,1,5' UTRs,CDS,CG5271,RpS27A
chr2L,11275898,11276241,+,s23054,1,5' UTRs,5' UTRs,CG33694,cana
chr2L,13209437,13210711,+,s23055,1,5' UTRs,3' UTRs,CG5547,Pect
chr2L,14616626,14616897,+,s23056,1,5' UTRs,5' UTRs,CG3481,Adh
chr2L,15103080,15103572,+,s23057,1,other,other,CG15269,CG15269
chr2L,16259060,16259327,+,s23058,1,CDS,3' UTRs,CG4930,EndoGI
chr2L,16350799,16351653,+,s23059,1,introns (AS),introns (AS),CG4455,CG4455
chr2L,17394434,17401058,+,s23060,1,5' UTRs,CDS,CG5020,CLIP-190
chr2L,18366755,18387317,+,s23061,1,introns,CDS,CG34171,CG34171
chr2L,19856065,19887320,+,s23062,1,introns,5' UTRs,FBgn0260966,sick-RB
chr2L,20763498,20766805,+,s23063,1,CDS,3' UTRs,CG1768,dia
chr2L,21122252,21128062,+,s23064,1,CDS,CDS,CG9256,Nhe2
chr2L,21310949,21312043,+,s23065,1,5' UTRs,CDS,CG8669,crc
chr2L,21710565,21727600,+,s23066,1,CDS,introns,CG31619,CG31619
chr2L,21716326,21719643,+,s23067,1,CDS,CDS,CG31619,CG31619
chr2L,21726984,21727573,+,s23068,1,introns,CDS,CG31619,CG31619
chr2L,22872863,22875325,+,s23069,1,repeats (AS),CDS,CG17678,cta
chr2L,3808814,3810515,+,s23070,1,3' UTRs,other,CG3920,l(2)k16918
chr2L,4903266,4903481,+,s23071,1,3' UTRs,3' UTRs,CG3036,CG3036
chr2L,5147916,5148703,+,s23072,1,introns,introns,CG42768,Msp-300
chr2L,5204464,5205492,+,s23073,1,CDS,3' UTRs,CG42768,Msp-300
chr2L,5845306,5853258,+,s23074,1,5' UTRs,CDS,CG34381,CG34381
chr2L,6069114,6069489,+,s23075,1,5' UTRs,CDS,CG13993,CG13993
chr2L,6110292,6112930,+,s23076,1,introns,introns,CG31641,stai
chr2L,8105693,8110216,+,s23077,1,CDS,repeats,FBgn0011219,Bsg-RH
chr2L,823807,823992,+,s23078,1,3' UTRs,3' UTRs,CG3662,CG3662
chr2L,10011005,10011151,+,s23079,1,CDS,repeats,CG4758,Trp1
chr2L,10534447,10534957,+,s23080,1,5' UTRs,5' UTRs,CG18302,CG18302
chr2L,11850396,11850930,+,s23081,1,5' UTRs,CDS,CG14935,CG14935
chr2L,13473807,13476433,+,s23082,1,5' UTRs,CDS,FBgn0261855,NA
chr2L,17402639,17403229,+,s23083,1,introns,introns,CG5020,CLIP-190
chr2L,18956726,18957015,+,s23084,1,CDS (AS),CDS (AS),CG10428,CG10428
chr2L,20734930,20736344,+,s23085,1,5' UTRs,CDS,FBgn0000986,Fs(2)Ket-RA
chr2L,21144912,21145131,+,s23086,1,CDS,3' UTRs,CG9253,CG9253
chr2L,22817581,22818062,+,s23087,1,5' UTRs,5' UTRs,CG18028,lt
chr2L,2890451,2890916,+,s23088,1,5' UTRs,5' UTRs,CG18627,betaggt-II
chr2L,4324598,4324741,+,s23089,1,5' UTRs,5' UTRs,CG16857,CG16857
chr2L,5266373,5266898,+,s23090,1,introns (AS),CDS,CG17970,Cyp4ac2
chr2L,5845306,5848486,+,s23091,1,5' UTRs,CDS,CG34381,CG34381
chr2L,5988602,5988833,+,s23092,1,3' UTRs,3' UTRs,CG9078,ifc
chr2L,6293486,6296741,+,s23093,1,CDS,CDS,CG33531,Ddr
chr2L,6345343,6345916,+,s23094,1,CDS,3' UTRs,CG11567,Cpr
chr2L,7381757,7381905,+,s23095,1,CDS,CDS,CG5125,ninaC
chr2L,8107931,8108100,+,s23096,1,repeats,3' UTRs,FBgn0011219,Bsg-RH
chr2L,8110978,8111117,+,s23097,1,other,other,FBgn0011219,Bsg-RH
chr2L,8114792,8114995,+,s23098,1,other,other,FBgn0011219,Bsg-RH
chr2L,86371,94761,+,s23099,1,introns (AS),other,CG11376,CG11376
chr2L,9216061,9227739,+,s23100,1,introns,introns,CG13109,tai
chr2L,10159345,10159631,+,s23101,1,repeats (AS),repeats (AS),CG4839,CG4839
chr2L,10409712,10427003,+,s23102,1,5' UTRs,5' UTRs,CG5271,RpS27A
chr2L,10761828,10762644,+,s23103,1,CDS,CDS,CG6495,CG6495
chr2L,12428626,12429046,+,s23104,1,introns,CDS,CG6388,CG6388
chr2L,13301137,13301430,+,s23105,1,3' UTRs,3' UTRs,CG31729,CG31729
chr2L,14493260,14493480,+,s23106,1,3' UTRs,3' UTRs,CG4491,noc
chr2L,162593,175447,+,s23107,1,5' UTRs,5' UTRs,CG18497,spen
chr2L,16799774,16799959,+,s23108,1,5' UTRs,CDS,CG17932,Ugt36Bc
chr2L,16855121,16857085,+,s23109,1,repeats,repeats,CG34313,NA
chr2L,18347736,18347970,+,s23110,1,introns,introns,CG5803,Fas3
chr2L,21390349,21390481,+,s23111,1,repeats,other,CG8663,nrv3
chr2L,21390429,21390545,+,s23112,1,other,other,CG8663,nrv3
chr2L,21699111,21701180,+,s23113,1,repeats,CDS,CG31619,CG31619
chr2L,22817610,22820497,+,s23114,1,5' UTRs,CDS,CG18028,lt
chr2L,22906522,22906764,+,s23115,1,CDS (AS),CDS (AS),CG17678,cta
chr2L,2423006,2423476,+,s23116,1,other,other,CG9886,CG9886
chr2L,2908951,2909108,+,s23117,1,introns,introns,CG18627,betaggt-II
chr2L,3067595,3067959,+,s23118,1,3' UTRs,3' UTRs,CG3523,CG3523
chr2L,347308,347757,+,s23119,1,other,other,CG4574,Plc21C
chr2L,3808405,3808864,+,s23120,1,3' UTRs,3' UTRs,CG3920,l(2)k16918
chr2L,4319331,4325129,+,s23121,1,CDS,CDS,CG15427,tutl
chr2L,55473,55704,+,s23122,1,introns (AS),introns (AS),CG11371,dbr
chr2L,6000665,6001810,+,s23123,1,CDS,3' UTRs,CG9093,Tsp26A
chr2L,823828,824285,+,s23124,1,3' UTRs,3' UTRs,CG3662,CG3662
chr2L,8610232,8614034,+,s23125,1,introns,introns,CG18405,Sema-1a
chr2L,9462785,9463072,+,s23126,1,3' UTRs,repeats,CG3779,numb
chr2L,10317219,10317348,+,s23127,1,CDS,3' UTRs,CG4972,CG4972
chr2L,10991060,10995905,+,s23128,1,5' UTRs,introns,CG16833,CG16833
chr2L,113817,114090,+,s23129,1,3' UTRs,3' UTRs,CG2674,Sam-S
chr2L,113865,114068,+,s23130,1,3' UTRs,3' UTRs,CG2674,Sam-S
chr2L,1229286,1229583,+,s23131,1,CDS,3' UTRs,CG42329,CG42329
chr2L,12977887,12978352,+,s23132,1,CDS,3' UTRs,FBgn0020367,Vha68-2-RA
chr2L,14493277,14493572,+,s23133,1,3' UTRs,3' UTRs,CG4491,noc
chr2L,1572725,1573094,+,s23134,1,repeats,repeats,CG14351,haf
chr2L,16351375,16351653,+,s23135,1,introns (AS),introns (AS),CG4455,CG4455
chr2L,164160,171816,+,s23136,1,introns,introns,CG18497,spen
chr2L,16661658,16662253,+,s23137,1,CDS,other,CG42389,CG42389
chr2L,16792371,16792752,+,s23138,1,CDS,CDS,CG17928,CG17928
chr2L,16976491,16990503,+,s23139,1,5' UTRs,3' UTRs,CG33179,beat-IIIb
chr2L,17389409,17400773,+,s23140,1,5' UTRs,5' UTRs,CG5020,CLIP-190
chr2L,17397048,17397247,+,s23141,1,introns,introns,CG5020,CLIP-190
chr2L,17400621,17403191,+,s23142,1,5' UTRs,introns,CG5020,CLIP-190
chr2L,17403066,17403746,+,s23143,1,introns,introns,CG5020,CLIP-190
chr2L,189619,190071,+,s23144,1,CDS,repeats,CG18497,spen
chr2L,1938509,1941393,+,s23145,1,CDS,CDS,CG7337,CG7337
chr2L,19555745,19556430,+,s23146,1,CDS,3' UTRs,CG10363,TepIV
chr2L,20067844,20068020,+,s23147,1,introns,introns,CG13969,bwa
chr2L,21114623,21114758,+,s23148,1,5' UTRs,CDS,CG9256,Nhe2
chr2L,21117872,21119952,+,s23149,1,CDS,CDS,CG9256,Nhe2
chr2L,21388749,21390617,+,s23150,1,CDS,other,CG8663,nrv3
chr2L,21574917,21575099,+,s23151,1,5' UTRs,CDS,CG3305,CG3305
chr2L,21711082,21719643,+,s23152,1,CDS,CDS,CG31619,CG31619
chr2L,22443526,22443877,+,s23153,1,CDS,3' UTRs,CG17493,CG17493
chr2L,22580739,22581341,+,s23154,1,CDS (AS),CDS (AS),CG17494,CG17494
chr2L,22741722,22742502,+,s23155,1,5' UTRs,CDS,CG17715,CG17715
chr2L,22906318,22906509,+,s23156,1,CDS (AS),CDS (AS),CG17678,cta
chr2L,2907077,2914353,+,s23157,1,introns,introns,CG18627,betaggt-II
chr2L,3067484,3068099,+,s23158,1,CDS,3' UTRs,CG3523,CG3523
chr2L,340711,343729,+,s23159,1,CDS,CDS,CG4574,Plc21C
chr2L,3676049,3678464,+,s23160,1,introns,CDS,CG34340,CG34340
chr2L,3760069,3762856,+,s23161,1,5' UTRs,CDS,CG31772,CG31772
chr2L,4228379,4228508,+,s23162,1,CDS,3' UTRs,CG2960,RpL40
chr2L,473224,489620,+,s23163,1,CDS,other,CG4184,MED15
chr2L,4903175,4903539,+,s23164,1,3' UTRs,3' UTRs,CG3036,CG3036
chr2L,4991788,4992178,+,s23165,1,3' UTRs,3' UTRs,CG34126,CG34126
chr2L,4991999,4992459,+,s23166,1,3' UTRs,other,CG34126,CG34126
chr2L,5122295,5122415,+,s23167,1,introns,introns,CG42768,Msp-300
chr2L,5188118,5196284,+,s23168,1,CDS,CDS,CG42768,Msp-300
chr2L,6001881,6002167,+,s23169,1,3' UTRs,3' UTRs,CG9093,Tsp26A
chr2L,6926936,6927171,+,s23170,1,3' UTRs,3' UTRs,CG10377,Hrb27C
chr2L,7382177,7382417,+,s23171,1,CDS,3' UTRs,CG5125,ninaC
chr2L,7444928,7445192,+,s23172,1,CDS,3' UTRs,CG5973,CG5973
chr2L,8366104,8369030,+,s23173,1,5' UTRs,CDS,CG17291,Pp2A-29B
chr2L,8408536,8408834,+,s23174,1,3' UTRs,3' UTRs,CG13387,emb
chr2L,9341144,9341542,+,s23175,1,3' UTRs,3' UTRs,CG3747,Eaat1
chr2L,11366345,11373267,+,s23176,1,5' UTRs,3' UTRs,CG4881,salr
chr2L,12977734,12978231,+,s23177,1,CDS,3' UTRs,FBgn0020367,Vha68-2-RA
chr2L,17403454,17403738,+,s23178,1,introns,introns,CG5020,CLIP-190
chr2L,18063806,18067772,+,s23179,1,CDS,CDS,CG15151,rdo
chr2L,18209770,18215846,+,s23180,1,CDS (AS),5' UTRs (AS),CG43406,NA
chr2L,18833322,18833521,+,s23181,1,CDS,3' UTRs,CG17320,ScpX
chr2L,19176588,19176766,+,s23182,1,introns,introns,CG10719,brat
chr2L,21133970,21134065,+,s23183,1,3' UTRs,3' UTRs,CG9256,Nhe2
chr2L,21281133,21281606,+,s23184,1,CDS,other,CG8671,CG8671
chr2L,21311856,21312195,+,s23185,1,5' UTRs,CDS,CG8669,crc
chr2L,21389014,21391171,+,s23186,1,CDS,other,CG8663,nrv3
chr2L,21625493,21625887,+,s23187,1,other,other,CG1506,Ac3
chr2L,21688475,21701180,+,s23188,1,5' UTRs,CDS,CG31619,CG31619
chr2L,22887266,22887495,+,s23189,1,repeats,repeats (AS),CG17678,cta
chr2L,22892895,22893210,+,s23190,1,CDS (AS),CDS (AS),CG17678,cta
chr2L,2369625,2369796,+,s23191,1,3' UTRs,3' UTRs,CG4272,Axud1
chr2L,344908,345515,+,s23192,1,CDS,3' UTRs,CG4574,Plc21C
chr2L,4892508,4901551,+,s23193,1,5' UTRs,CDS,CG3036,CG3036
chr2L,4903232,4903598,+,s23194,1,3' UTRs,3' UTRs,CG3036,CG3036
chr2L,4903282,4903650,+,s23195,1,3' UTRs,3' UTRs,CG3036,CG3036
chr2L,5188118,5195460,+,s23196,1,CDS,CDS,CG42768,Msp-300
chr2L,6278680,6293692,+,s23197,1,CDS,CDS,CG33531,Ddr
chr2L,6889367,6889473,+,s23198,1,repeats,introns,CG13772,neuroligin
chr2L,6926081,6926495,+,s23199,1,3' UTRs,3' UTRs,CG10377,Hrb27C
chr2L,755830,757938,+,s23200,1,CDS,CDS,CG3022,GABA-B-R3
chr2L,8655232,8656506,+,s23201,1,CDS,CDS,CG18405,Sema-1a
chr2L,113095,113961,+,s23202,1,CDS,3' UTRs,CG2674,Sam-S
chr2L,11996003,11999854,+,s23203,1,CDS,CDS,CG31864,CG31864
chr2L,16048626,16048734,+,s23204,1,other,other,CG4824,BicC
chr2L,18695819,18696018,+,s23205,1,5' UTRs,5' UTRs,CG10338,CG10338
chr2L,20749529,20749792,+,s23206,1,3' UTRs,3' UTRs,CG9320,ns4
chr2L,22820171,22884266,+,s23207,1,5' UTRs,CDS,CG18028,lt
chr2L,7421458,7421784,+,s23208,1,CDS,CDS,CG5229,chm
chr2L,8669203,8669504,+,s23209,1,3' UTRs,3' UTRs,CG18405,Sema-1a
chr2L,110407,114991,+,s23210,1,CDS,5' UTRs,CG2674,Sam-S
chr2L,113896,114208,+,s23211,1,3' UTRs,3' UTRs,CG2674,Sam-S
chr2L,22257654,22354969,+,s23212,1,CDS,CDS,CG3278,Tif-IA
chr2L,22746920,22820497,+,s23213,1,CDS,CDS,CG17715,CG17715
chr2L,304181,304606,+,s23214,1,other,other,CG2699,Pi3K21B
chr2L,6003031,6003393,+,s23215,1,3' UTRs,3' UTRs,CG9093,Tsp26A
chr2L,7051368,7059198,+,s23216,1,5' UTRs,CDS,CG43227,CG31630
chr2L,9700732,9702122,+,s23217,1,other,CDS,CG3959,pelo
chr2L,113161,113586,+,s23218,1,CDS,3' UTRs,CG2674,Sam-S
chr2L,16768585,16774857,+,s23219,1,5' UTRs,CDS,CG17927,Mhc
chr2L,20770922,20771014,+,s23220,1,5' UTRs,5' UTRs,CG1759,cad
chr2L,22883487,22976223,+,s23221,1,CDS,repeats (AS),CG17678,cta
chr2L,6725777,6726718,+,s23222,1,CDS,CDS,CG11199,Liprin-alpha
chr2L,2046429,2047639,+,s23223,1,CDS,3' UTRs,CG31672,CG31672
chr2L,20859726,20859901,+,s23224,1,5' UTRs,CDS,CG9336,CG9336
chr2L,22325763,22325846,+,s23225,1,5' UTRs,5' UTRs,CG17018,CG17018
chr2L,2736329,2736430,+,s23226,1,5' UTRs,CDS,CG31689,CG31689
chr2L,5117578,5144785,+,s23227,1,CDS,CDS,CG42768,Msp-300
chr2L,10363072,10363766,+,s23228,1,5' UTRs,CDS,CG5052,pim
chr2L,10567879,10568003,+,s23229,1,CDS,3' UTRs,CG6138,CG6138
chr2L,12744400,12744772,+,s23230,1,3' UTRs,3' UTRs,CG6214,MRP
chr2L,14285957,14287847,+,s23231,1,CDS,CDS,CG42677,wb
chr2L,15503940,15504204,+,s23232,1,3' UTRs,3' UTRs,CG4162,lace
